1,1,Aug 26 2016,10:00 PM,Fri,California,51,,Hawaii,31,ESPN,ANZ Stadium - Sydney AUS
2,2,Sep 1 2016,7:00 PM,Thu,Central Michigan,49,,Presbyterian,3,ESPN3,
3,2,Sep 1 2016,7:00 PM,Thu,Cincinnati,28,,Tennessee-Martin,7,ESPN3,
4,2,Sep 1 2016,7:00 PM,Thu,Connecticut,24,,Maine,21,ESPN3,
5,2,Sep 1 2016,9:00 PM,Thu,Idaho,20,,Montana State,17,ESPN3,
6,2,Sep 1 2016,7:30 PM,Thu,Indiana,34,@,Florida International,13,ESPNU,
7,2,Sep 1 2016,7:00 PM,Thu,(19) Louisville,70,,Charlotte,14,ESPN3,
8,2,Sep 1 2016,9:00 PM,Thu,Minnesota,30,,Oregon State,23,BTN,
9,2,Sep 1 2016,10:00 PM,Thu,Nevada-Las Vegas,63,,Jackson State,13,,
10,2,Sep 1 2016,9:00 PM,Thu,New Mexico,48,,South Dakota,21,,
11,2,Sep 1 2016,7:30 PM,Thu,North Carolina State,48,,William & Mary,14,,
12,2,Sep 1 2016,8:00 PM,Thu,South Carolina,13,@,Vanderbilt,10,ESPN,
13,2,Sep 1 2016,7:30 PM,Thu,(9) Tennessee,20,,Appalachian State,13,SECN,
14,2,Sep 1 2016,8:00 PM,Thu,Utah,24,,Southern Utah,0,PAC12,
15,2,Sep 1 2016,8:00 PM,Thu,Utah State,45,,Weber State,6,,
16,2,Sep 1 2016,7:00 PM,Thu,Wake Forest,7,,Tulane,3,ESPN3,
17,2,Sep 1 2016,8:00 PM,Thu,Western Kentucky,46,,Rice,14,CBSSN,
18,2,Sep 2 2016,7:00 PM,Fri,Albany,22,@,Buffalo,16,ESPN3,
19,2,Sep 2 2016,7:00 PM,Fri,Army,28,@,Temple,13,CBSSN,
20,2,Sep 2 2016,7:00 PM,Fri,Ball State,31,@,Georgia State,21,ESPN3,
21,2,Sep 2 2016,7:30 PM,Fri,(23) Baylor,55,,Northwestern State,7,,
22,2,Sep 2 2016,8:00 PM,Fri,Colorado,44,,Colorado State,7,ESPN,Sports Authority Field - Denver Colorado
23,2,Sep 2 2016,6:00 PM,Fri,Eastern Michigan,61,,Mississippi Valley State,14,ESPN3,
24,2,Sep 2 2016,7:00 PM,Fri,(12) Michigan State,28,,Furman,13,BTN,
25,2,Sep 2 2016,9:30 PM,Fri,Nevada,30,,Cal Poly,27,,
26,2,Sep 2 2016,9:00 PM,Fri,(8) Stanford,26,,Kansas State,13,FS1,
27,2,Sep 2 2016,7:00 PM,Fri,Syracuse,33,,Colgate,7,,
28,2,Sep 2 2016,9:00 PM,Fri,Toledo,31,@,Arkansas State,10,ESPNU,
29,2,Sep 3 2016,2:00 PM,Sat,Air Force,37,,Abilene Christian,21,CAMP,
30,2,Sep 3 2016,6:30 PM,Sat,Akron,47,,Virginia Military Institute,24,ESPN3,
31,2,Sep 3 2016,8:00 PM,Sat,(1) Alabama,52,,(20) Southern California,6,ABC,AT&T Stadium - Arlington Texas
32,2,Sep 3 2016,11:00 PM,Sat,Arizona State,44,,Northern Arizona,13,PAC12,
33,2,Sep 3 2016,4:00 PM,Sat,Arkansas,21,,Louisiana Tech,20,SECN,
34,2,Sep 3 2016,12:00 PM,Sat,Boise State,45,@,Louisiana,10,ESPN3,
35,2,Sep 3 2016,10:30 PM,Sat,Brigham Young,18,,Arizona,16,FS1,University of Phoenix Stadium - Glendale Arizona
36,2,Sep 3 2016,7:00 PM,Sat,Central Florida,38,,South Carolina State,0,ESPN3,
37,2,Sep 3 2016,9:00 PM,Sat,(2) Clemson,19,@,Auburn,13,ESPN,
38,2,Sep 3 2016,6:00 PM,Sat,Duke,49,,North Carolina Central,6,,
39,2,Sep 3 2016,6:00 PM,Sat,East Carolina,52,,Western Carolina,7,ESPN3,
40,2,Sep 3 2016,8:00 PM,Sat,Eastern Washington,45,@,Washington State,42,PAC12,
41,2,Sep 3 2016,7:30 PM,Sat,(25) Florida,24,,Massachusetts,7,SECN,
42,2,Sep 3 2016,6:00 PM,Sat,Florida Atlantic,38,,Southern Illinois,30,,
43,2,Sep 3 2016,5:30 PM,Sat,(18) Georgia,33,,(22) North Carolina,24,ESPN,Georgia Dome - Atlanta Georgia
44,2,Sep 3 2016,6:00 PM,Sat,Georgia Southern,54,,Savannah State,0,ESPN3,
45,2,Sep 3 2016,7:30 AM,Sat,Georgia Tech,17,,Boston College,14,ESPN2,Aviva Stadium - Dublin IRL
46,2,Sep 3 2016,12:00 PM,Sat,(15) Houston,33,,(3) Oklahoma,23,ABC,NRG Stadium - Houston Texas
47,2,Sep 3 2016,3:30 PM,Sat,Illinois,52,,Murray State,3,BTN,
48,2,Sep 3 2016,3:30 PM,Sat,(17) Iowa,45,,Miami (OH),21,ESPNU,
49,2,Sep 3 2016,7:00 PM,Sat,Kansas,55,,Rhode Island,6,ESPN3,
50,2,Sep 3 2016,7:00 PM,Sat,Louisiana-Monroe,38,,Southern,21,ESPN3,
51,2,Sep 3 2016,12:00 PM,Sat,Maryland,52,,Howard,13,BTN,
52,2,Sep 3 2016,7:00 PM,Sat,Memphis,35,,Southeast Missouri State,17,ESPN3,
53,2,Sep 3 2016,6:00 PM,Sat,Miami (FL),70,,Florida A&M,3,,
54,2,Sep 3 2016,12:00 PM,Sat,(7) Michigan,63,,Hawaii,3,ESPN,
55,2,Sep 3 2016,7:00 PM,Sat,Middle Tennessee State,55,,Alabama A&M,0,,
56,2,Sep 3 2016,12:00 PM,Sat,Navy,52,,Fordham,16,CBSSN,
57,2,Sep 3 2016,8:00 PM,Sat,Nebraska,43,,Fresno State,10,BTN,
58,2,Sep 3 2016,8:00 PM,Sat,Northern Iowa,25,@,Iowa State,20,,
59,2,Sep 3 2016,12:00 PM,Sat,(6) Ohio State,77,,Bowling Green State,10,BTN,
60,2,Sep 3 2016,3:30 PM,Sat,(21) Oklahoma State,61,,Southeastern Louisiana,7,,
61,2,Sep 3 2016,5:00 PM,Sat,(24) Oregon,53,,California-Davis,28,PAC12,
62,2,Sep 3 2016,3:30 PM,Sat,Penn State,33,,Kent State,13,BTN,
63,2,Sep 3 2016,1:30 PM,Sat,Pittsburgh,28,,Villanova,7,,
64,2,Sep 3 2016,12:00 PM,Sat,Purdue,45,,Eastern Kentucky,24,ESPNN,
65,2,Sep 3 2016,3:30 PM,Sat,Richmond,37,@,Virginia,20,,
66,2,Sep 3 2016,8:30 PM,Sat,San Diego State,31,,New Hampshire,0,,
67,2,Sep 3 2016,12:00 PM,Sat,South Alabama,21,@,Mississippi State,20,SECN,
68,2,Sep 3 2016,7:00 PM,Sat,South Florida,56,,Towson,20,ESPN3,
69,2,Sep 3 2016,7:00 PM,Sat,Southern Methodist,34,@,North Texas,21,,
70,2,Sep 3 2016,7:30 PM,Sat,Southern Mississippi,44,@,Kentucky,35,ESPNU,
71,2,Sep 3 2016,3:30 PM,Sat,Texas A&M,31,,(16) UCLA,24,CBS,
72,2,Sep 3 2016,8:00 PM,Sat,(13) Texas Christian,59,,South Dakota State,41,,
73,2,Sep 3 2016,3:30 PM,Sat,Texas State,56,@,Ohio,54,CBSSN,
74,2,Sep 3 2016,8:00 PM,Sat,Texas Tech,69,,Stephen F. Austin,17,,
75,2,Sep 3 2016,8:00 PM,Sat,Texas-El Paso,38,,New Mexico State,22,,
76,2,Sep 3 2016,7:00 PM,Sat,Texas-San Antonio,26,,Alabama State,13,,
77,2,Sep 3 2016,6:00 PM,Sat,Troy,57,,Austin Peay,17,ESPN3,
78,2,Sep 3 2016,7:00 PM,Sat,Tulsa,45,,San Jose State,10,CBSSN,
79,2,Sep 3 2016,12:30 PM,Sat,Virginia Tech,36,,Liberty,13,ESPN3,
80,2,Sep 3 2016,2:00 PM,Sat,(14) Washington,48,,Rutgers,13,PAC12,
81,2,Sep 3 2016,12:00 PM,Sat,West Virginia,26,,Missouri,11,FS1,
82,2,Sep 3 2016,12:00 PM,Sat,Western Michigan,22,@,Northwestern,21,ESPNU,
83,2,Sep 3 2016,3:30 PM,Sat,Wisconsin,16,,(5) Louisiana State,14,ABC,Lambeau Field - Green Bay Wisconsin
84,2,Sep 3 2016,10:30 PM,Sat,Wyoming,40,,Northern Illinois,34,CBSSN,
85,2,Sep 4 2016,3:30 PM,Sun,Old Dominion,54,,Hampton,21,,
86,2,Sep 4 2016,7:30 PM,Sun,Texas,50,,(10) Notre Dame,47,ABC,
87,2,Sep 5 2016,8:00 PM,Mon,(4) Florida State,45,,(11) Mississippi,34,ESPN,Camping World Stadium - Orlando Florida
88,3,Sep 9 2016,8:00 PM,Fri,(13) Louisville,62,@,Syracuse,28,ESPN2,
89,3,Sep 9 2016,7:30 PM,Fri,Maryland,41,@,Florida International,14,,
90,3,Sep 10 2016,2:00 PM,Sat,Air Force,48,,Georgia State,14,CAMP,
91,3,Sep 10 2016,3:30 PM,Sat,(1) Alabama,38,,Western Kentucky,10,ESPN2,
92,3,Sep 10 2016,3:30 PM,Sat,Appalachian State,31,,Old Dominion,7,ESPN3,
93,3,Sep 10 2016,10:45 PM,Sat,Arizona,31,,Grambling State,21,PAC12,
94,3,Sep 10 2016,10:00 PM,Sat,Arizona State,68,,Texas Tech,55,FS1,
95,3,Sep 10 2016,7:00 PM,Sat,Arkansas,41,@,(15) Texas Christian,38,ESPN,
96,3,Sep 10 2016,12:00 PM,Sat,Army,31,,Rice,14,CBSSN,
97,3,Sep 10 2016,7:30 PM,Sat,Auburn,51,,Arkansas State,14,SECN,
98,3,Sep 10 2016,3:30 PM,Sat,(23) Baylor,40,,Southern Methodist,13,FS1,
99,3,Sep 10 2016,10:15 PM,Sat,Boise State,31,,Washington State,28,ESPN2,
100,3,Sep 10 2016,12:00 PM,Sat,Boston College,26,@,Massachusetts,7,ESPN3,
101,3,Sep 10 2016,3:30 PM,Sat,Bowling Green State,27,,North Dakota,26,ESPN3,
102,3,Sep 10 2016,12:00 PM,Sat,Central Michigan,30,@,(22) Oklahoma State,27,FS1,
103,3,Sep 10 2016,6:00 PM,Sat,Charlotte,47,,Elon,14,,
104,3,Sep 10 2016,12:00 PM,Sat,Cincinnati,38,@,Purdue,20,BTN,
105,3,Sep 10 2016,12:30 PM,Sat,(2) Clemson,30,,Troy,24,ESPN3,
106,3,Sep 10 2016,5:30 PM,Sat,Colorado,56,,Idaho State,7,,
107,3,Sep 10 2016,4:00 PM,Sat,Colorado State,23,,Texas-San Antonio,14,CAMP,
108,3,Sep 10 2016,12:00 PM,Sat,East Carolina,33,,North Carolina State,30,ESPNU,
109,3,Sep 10 2016,3:30 PM,Sat,Eastern Illinois,21,@,Miami (OH),17,ESPN3,
110,3,Sep 10 2016,3:30 PM,Sat,Florida,45,,Kentucky,7,CBS,
111,3,Sep 10 2016,12:30 PM,Sat,(3) Florida State,52,,Charleston Southern,8,ESPN3,
112,3,Sep 10 2016,10:00 PM,Sat,Fresno State,31,,Sacramento State,3,,
113,3,Sep 10 2016,12:00 PM,Sat,(9) Georgia,26,,Nicholls State,24,SECN,
114,3,Sep 10 2016,7:00 PM,Sat,Georgia Southern,24,@,South Alabama,9,ESPN3,
115,3,Sep 10 2016,3:00 PM,Sat,Georgia Tech,35,,Mercer,10,,
116,3,Sep 10 2016,11:59 PM,Sat,Hawaii,41,,Tennessee-Martin,36,,
117,3,Sep 10 2016,12:00 PM,Sat,(6) Houston,42,,Lamar,0,ESPN3,
118,3,Sep 10 2016,3:30 PM,Sat,Illinois State,9,@,Northwestern,7,BTN,
119,3,Sep 10 2016,4:00 PM,Sat,Indiana,30,,Ball State,20,ESPNN,
120,3,Sep 10 2016,7:30 PM,Sat,(16) Iowa,42,,Iowa State,3,BTN,
121,3,Sep 10 2016,7:00 PM,Sat,Louisiana,30,,McNeese State,22,ESPN3,
122,3,Sep 10 2016,7:30 PM,Sat,(21) Louisiana State,34,,Jacksonville State,13,ESPNU,
123,3,Sep 10 2016,7:00 PM,Sat,Louisiana Tech,53,,South Carolina State,24,,
124,3,Sep 10 2016,6:00 PM,Sat,Marshall,62,,Morgan State,0,,
125,3,Sep 10 2016,6:00 PM,Sat,(25) Miami (FL),38,,Florida Atlantic,10,,
126,3,Sep 10 2016,12:00 PM,Sat,(5) Michigan,51,,Central Florida,14,ABC,
127,3,Sep 10 2016,12:00 PM,Sat,Minnesota,58,,Indiana State,28,ESPNN,
128,3,Sep 10 2016,4:00 PM,Sat,(19) Mississippi,38,,Wofford,13,SECN,
129,3,Sep 10 2016,7:00 PM,Sat,Mississippi State,27,,South Carolina,14,ESPN,
130,3,Sep 10 2016,7:30 PM,Sat,Missouri,61,,Eastern Michigan,21,SECN,
131,3,Sep 10 2016,3:30 PM,Sat,Navy,28,,Connecticut,24,CBSSN,
132,3,Sep 10 2016,12:00 PM,Sat,Nebraska,52,,Wyoming,17,ESPN2,
133,3,Sep 10 2016,8:00 PM,Sat,New Mexico State,32,,New Mexico,31,ESPN3,
134,3,Sep 10 2016,7:30 PM,Sat,North Carolina,48,@,Illinois,23,BTN,
135,3,Sep 10 2016,6:00 PM,Sat,North Carolina A&T,39,@,Kent State,36,ESPN3,
136,3,Sep 10 2016,7:00 PM,Sat,North Texas,41,,Bethune-Cookman,20,,
137,3,Sep 10 2016,3:30 PM,Sat,(18) Notre Dame,39,,Nevada,10,NBC,
138,3,Sep 10 2016,2:30 PM,Sat,Ohio,37,@,Kansas,21,FSN,
139,3,Sep 10 2016,3:30 PM,Sat,(4) Ohio State,48,,Tulsa,3,ABC,
140,3,Sep 10 2016,7:00 PM,Sat,(14) Oklahoma,59,,Louisiana-Monroe,17,,
141,3,Sep 10 2016,10:30 PM,Sat,(24) Oregon,44,,Virginia,26,ESPN,
142,3,Sep 10 2016,12:00 PM,Sat,Pittsburgh,42,,Penn State,39,ABC,
143,3,Sep 10 2016,12:00 PM,Sat,Rutgers,52,,Howard,14,BTN,
144,3,Sep 10 2016,10:30 PM,Sat,San Diego State,45,,California,40,CBSSN,
145,3,Sep 10 2016,4:30 PM,Sat,San Jose State,66,,Portland State,35,,
146,3,Sep 10 2016,7:00 PM,Sat,South Florida,48,,Northern Illinois,17,CBSSN,
147,3,Sep 10 2016,2:00 PM,Sat,Southern California,45,,Utah State,7,PAC12,
148,3,Sep 10 2016,7:00 PM,Sat,Southern Mississippi,56,,Savannah State,0,,
149,3,Sep 10 2016,1:00 PM,Sat,Temple,38,,Stony Brook,0,ESPN3,
150,3,Sep 10 2016,8:00 PM,Sat,(17) Tennessee,45,,Virginia Tech,24,ABC,Bristol Motor Speedway - Bristol Tennessee
151,3,Sep 10 2016,7:00 PM,Sat,(11) Texas,41,,Texas-El Paso,7,LHN,
152,3,Sep 10 2016,12:00 PM,Sat,(20) Texas A&M,67,,Prairie View A&M,0,SECN,
153,3,Sep 10 2016,7:00 PM,Sat,Toledo,45,,Maine,3,ESPN3,
154,3,Sep 10 2016,8:00 PM,Sat,Tulane,66,,Southern,21,ESPN3,
155,3,Sep 10 2016,8:00 PM,Sat,UCLA,42,,Nevada-Las Vegas,21,PAC12,
156,3,Sep 10 2016,7:30 PM,Sat,Utah,20,,Brigham Young,19,,
157,3,Sep 10 2016,4:00 PM,Sat,Vanderbilt,47,,Middle Tennessee State,24,SECN,
158,3,Sep 10 2016,3:30 PM,Sat,Wake Forest,24,@,Duke,14,ESPNU,
159,3,Sep 10 2016,5:00 PM,Sat,(8) Washington,59,,Idaho,14,PAC12,
160,3,Sep 10 2016,2:00 PM,Sat,West Virginia,38,,Youngstown State,21,,
161,3,Sep 10 2016,7:00 PM,Sat,Western Michigan,70,,North Carolina Central,21,ESPN3,
162,3,Sep 10 2016,3:30 PM,Sat,(10) Wisconsin,54,,Akron,10,BTN,
163,4,Sep 15 2016,7:30 PM,Thu,(6) Houston,40,@,Cincinnati,16,ESPN,
164,4,Sep 16 2016,9:30 PM,Fri,Arizona State,32,@,Texas-San Antonio,28,ESPN2,
165,4,Sep 16 2016,8:00 PM,Fri,(21) Baylor,38,@,Rice,10,ESPN,
166,4,Sep 16 2016,9:00 PM,Fri,Utah State,34,,Arkansas State,20,CBSSN,
167,4,Sep 17 2016,12:00 PM,Sat,Akron,65,@,Marshall,38,CBSSN,
168,4,Sep 17 2016,3:30 PM,Sat,(1) Alabama,48,@,(19) Mississippi,43,CBS,
169,4,Sep 17 2016,10:45 PM,Sat,Arizona,47,,Hawaii,28,PAC12,
170,4,Sep 17 2016,7:30 PM,Sat,(24) Arkansas,42,,Texas State,3,SECN,
171,4,Sep 17 2016,7:00 PM,Sat,Army,66,@,Texas-El Paso,14,,
172,4,Sep 17 2016,3:00 PM,Sat,Ball State,41,,Eastern Kentucky,14,ESPN3,
173,4,Sep 17 2016,10:30 PM,Sat,California,50,,(11) Texas,43,ESPN,
174,4,Sep 17 2016,3:00 PM,Sat,Central Michigan,44,,Nevada-Las Vegas,21,ESPN3,
175,4,Sep 17 2016,12:00 PM,Sat,(5) Clemson,59,,South Carolina State,0,ESPN3,
176,4,Sep 17 2016,4:00 PM,Sat,Colorado State,47,,Northern Colorado,21,,
177,4,Sep 17 2016,1:30 PM,Sat,Connecticut,13,,Virginia,10,ESPN3,
178,4,Sep 17 2016,6:00 PM,Sat,Eastern Michigan,37,@,Charlotte,19,,
179,4,Sep 17 2016,7:30 PM,Sat,(23) Florida,32,,North Texas,0,ESPNU,
180,4,Sep 17 2016,7:30 PM,Sat,(16) Georgia,28,@,Missouri,27,SECN,
181,4,Sep 17 2016,6:00 PM,Sat,Georgia Southern,23,,Louisiana-Monroe,21,ESPN3,
182,4,Sep 17 2016,12:30 PM,Sat,Georgia Tech,38,,Vanderbilt,7,ESPN3,
183,4,Sep 17 2016,2:30 PM,Sat,Kansas State,63,,Florida Atlantic,7,,
184,4,Sep 17 2016,3:30 PM,Sat,Kent State,27,,Monmouth,7,ESPN3,
185,4,Sep 17 2016,4:00 PM,Sat,Kentucky,62,,New Mexico State,42,SECN,
186,4,Sep 17 2016,7:00 PM,Sat,Louisiana,28,,South Alabama,23,ESPN3,
187,4,Sep 17 2016,7:00 PM,Sat,(20) Louisiana State,23,,Mississippi State,20,ESPN,
188,4,Sep 17 2016,12:00 PM,Sat,(10) Louisville,63,,(2) Florida State,20,ABC,
189,4,Sep 17 2016,7:00 PM,Sat,Maryland,30,@,Central Florida,24,CBSSN,
190,4,Sep 17 2016,3:30 PM,Sat,Massachusetts,21,,Florida International,13,ESPN3,
191,4,Sep 17 2016,12:00 PM,Sat,Memphis,43,,Kansas,7,ESPNU,
192,4,Sep 17 2016,12:00 PM,Sat,(25) Miami (FL),45,@,Appalachian State,10,ESPN,
193,4,Sep 17 2016,3:30 PM,Sat,(4) Michigan,45,,Colorado,28,BTN,
194,4,Sep 17 2016,7:30 PM,Sat,(12) Michigan State,36,@,(18) Notre Dame,28,NBC,
195,4,Sep 17 2016,12:00 PM,Sat,Middle Tennessee State,41,@,Bowling Green State,21,ESPN3,
196,4,Sep 17 2016,7:00 PM,Sat,Navy,21,@,Tulane,14,ESPN3,
197,4,Sep 17 2016,3:30 PM,Sat,Nebraska,35,,(22) Oregon,32,ABC,
198,4,Sep 17 2016,9:00 PM,Sat,Nevada,38,,Buffalo,14,CAMP,
199,4,Sep 17 2016,3:30 PM,Sat,North Carolina,56,,James Madison,28,ESPN3,
200,4,Sep 17 2016,6:00 PM,Sat,North Carolina State,49,,Old Dominion,22,,
201,4,Sep 17 2016,12:00 PM,Sat,North Dakota State,23,@,(13) Iowa,21,ESPN,
202,4,Sep 17 2016,8:00 PM,Sat,Northwestern,24,,Duke,13,BTN,
203,4,Sep 17 2016,9:10 PM,Sat,(3) Ohio State,45,@,(14) Oklahoma,24,FOX,
204,4,Sep 17 2016,3:30 PM,Sat,Oklahoma State,45,,Pittsburgh,38,ESPN,
205,4,Sep 17 2016,5:00 PM,Sat,Oregon State,37,,Idaho State,7,PAC12,
206,4,Sep 17 2016,12:00 PM,Sat,Penn State,34,,Temple,27,BTN,
207,4,Sep 17 2016,12:00 PM,Sat,Rutgers,37,,New Mexico,28,ESPNN,
208,4,Sep 17 2016,3:30 PM,Sat,San Diego State,42,@,Northern Illinois,28,CBSSN,
209,4,Sep 17 2016,4:00 PM,Sat,South Carolina,20,,East Carolina,15,SECN,
210,4,Sep 17 2016,3:30 PM,Sat,South Florida,45,@,Syracuse,20,,
211,4,Sep 17 2016,7:00 PM,Sat,Southern Methodist,29,,Liberty,14,ESPN3,
212,4,Sep 17 2016,8:00 PM,Sat,(7) Stanford,27,,Southern California,10,ABC,
213,4,Sep 17 2016,12:00 PM,Sat,(15) Tennessee,28,,Ohio,19,SECN,
214,4,Sep 17 2016,7:00 PM,Sat,(17) Texas A&M,29,@,Auburn,16,ESPN,
215,4,Sep 17 2016,12:00 PM,Sat,Texas Christian,41,,Iowa State,20,FS1,
216,4,Sep 17 2016,7:00 PM,Sat,Texas Tech,59,,Louisiana Tech,45,,
217,4,Sep 17 2016,3:00 PM,Sat,Toledo,52,,Fresno State,17,ESPN3,
218,4,Sep 17 2016,7:00 PM,Sat,Troy,37,@,Southern Mississippi,31,,
219,4,Sep 17 2016,2:00 PM,Sat,Tulsa,58,,North Carolina A&T,21,ESPN3,
220,4,Sep 17 2016,10:15 PM,Sat,UCLA,17,@,Brigham Young,14,ESPN,
221,4,Sep 17 2016,10:30 PM,Sat,Utah,34,@,San Jose State,17,CBSSN,
222,4,Sep 17 2016,3:30 PM,Sat,Virginia Tech,49,,Boston College,0,ESPNU,
223,4,Sep 17 2016,6:30 PM,Sat,Wake Forest,38,,Delaware,21,,
224,4,Sep 17 2016,8:00 PM,Sat,(8) Washington,41,,Portland State,3,PAC12,
225,4,Sep 17 2016,2:00 PM,Sat,Washington State,56,,Idaho,6,PAC12,
226,4,Sep 17 2016,3:30 PM,Sat,Western Kentucky,31,@,Miami (OH),24,ESPN3,
227,4,Sep 17 2016,4:00 PM,Sat,Western Michigan,34,@,Illinois,10,ESPNN,
228,4,Sep 17 2016,12:00 PM,Sat,(9) Wisconsin,23,,Georgia State,17,BTN,
229,4,Sep 17 2016,4:00 PM,Sat,Wyoming,45,,California-Davis,22,,
230,5,Sep 22 2016,7:30 PM,Thu,(5) Clemson,26,@,Georgia Tech,7,ESPN,
231,5,Sep 23 2016,7:30 PM,Fri,Eastern Michigan,27,,Wyoming,24,CBSSN,
232,5,Sep 23 2016,8:00 PM,Fri,Texas Christian,33,@,Southern Methodist,3,ESPN,
233,5,Sep 23 2016,9:00 PM,Fri,(24) Utah,31,,Southern California,27,FS1,
234,5,Sep 24 2016,10:15 PM,Sat,Air Force,27,@,Utah State,20,,
235,5,Sep 24 2016,12:00 PM,Sat,(1) Alabama,48,,Kent State,0,,
236,5,Sep 24 2016,3:30 PM,Sat,Appalachian State,45,@,Akron,38,,
237,5,Sep 24 2016,10:00 PM,Sat,Arizona State,51,,California,41,,
238,5,Sep 24 2016,6:00 PM,Sat,Auburn,18,,(18) Louisiana State,13,,
239,5,Sep 24 2016,6:00 PM,Sat,Ball State,31,@,Florida Atlantic,27,,
240,5,Sep 24 2016,7:30 PM,Sat,(16) Baylor,35,,Oklahoma State,24,,
241,5,Sep 24 2016,3:30 PM,Sat,Boise State,38,@,Oregon State,24,,
242,5,Sep 24 2016,1:00 PM,Sat,Boston College,42,,Wagner,10,,
243,5,Sep 24 2016,7:00 PM,Sat,Buffalo,23,,Army,20,,
244,5,Sep 24 2016,7:00 PM,Sat,Central Arkansas,28,@,Arkansas State,23,,
245,5,Sep 24 2016,7:00 PM,Sat,Central Florida,53,@,Florida International,14,,
246,5,Sep 24 2016,3:30 PM,Sat,Cincinnati,27,,Miami (OH),20,,
247,5,Sep 24 2016,5:30 PM,Sat,Colorado,41,@,Oregon,38,,
248,5,Sep 24 2016,3:30 PM,Sat,Duke,38,@,Notre Dame,35,NBC,
249,5,Sep 24 2016,12:00 PM,Sat,(13) Florida State,55,@,South Florida,35,,
250,5,Sep 24 2016,7:00 PM,Sat,(6) Houston,64,@,Texas State,3,,
251,5,Sep 24 2016,9:00 PM,Sat,Idaho,33,@,Nevada-Las Vegas,30,,
252,5,Sep 24 2016,12:00 PM,Sat,Iowa,14,@,Rutgers,7,,
253,5,Sep 24 2016,12:00 PM,Sat,Iowa State,44,,San Jose State,10,,
254,5,Sep 24 2016,7:10 PM,Sat,Kansas State,35,,Missouri State,0,,
255,5,Sep 24 2016,7:30 PM,Sat,Kentucky,17,,South Carolina,10,,
256,5,Sep 24 2016,8:00 PM,Sat,(3) Louisville,59,@,Marshall,28,,
257,5,Sep 24 2016,8:00 PM,Sat,Memphis,77,,Bowling Green State,3,,
258,5,Sep 24 2016,3:30 PM,Sat,(4) Michigan,49,,Penn State,10,,
259,5,Sep 24 2016,7:00 PM,Sat,Middle Tennessee State,38,,Louisiana Tech,34,,
260,5,Sep 24 2016,12:00 PM,Sat,Minnesota,31,,Colorado State,24,,
261,5,Sep 24 2016,12:00 PM,Sat,(23) Mississippi,45,,(12) Georgia,14,,
262,5,Sep 24 2016,3:30 PM,Sat,Mississippi State,47,@,Massachusetts,35,ESPN3,
263,5,Sep 24 2016,4:00 PM,Sat,Missouri,79,,Delaware State,0,,
264,5,Sep 24 2016,7:30 PM,Sat,(20) Nebraska,24,@,Northwestern,13,BTN,
